user_id,recomendations
506,"[849202, 1013641, 1104414, 880377, 1026118]"
507,"[874972, 885290, 1043730, 1126899, 1036501]"
508,"[874972, 8090537, 1037863, 830887, 1104649]"
509,"[874972, 1029743, 1082185, 1127831, 951590]"
510,"[874972, 888835, 1069522, 1088147, 1107553]"
511,"[874972, 1046689, 870547, 1053690, 908531]"
512,"[874972, 1029743, 1082185, 1127831, 951590]"
513,"[1034176, 12263788, 7166791, 1094924, 983959]"
514,"[874972, 935126, 964520, 866211, 1062002]"
515,"[874972, 898601, 1066893, 995242, 1029743]"
516,"[874972, 1029743, 1082185, 1106523, 1127831]"
517,"[874972, 923789, 1137775, 1126899, 1028816]"
518,"[874972, 905817, 835530, 865026, 1122358]"
519,"[874972, 1082185, 1106523, 1127831, 951590]"
520,"[874972, 1111722, 5580166, 992622, 6979427]"
521,"[874972, 6034964, 1068292, 1026118, 1056746]"
522,"[874972, 1029743, 1082185, 1127831, 951590]"
523,"[874972, 893501, 862349, 1057260, 1110572]"
524,"[874972, 866211, 1133018, 1067606, 1009046]"
525,"[874972, 845975, 1138443, 952408, 1101010]"
526,"[874972, 1097001, 1021116, 882604, 8090521]"
527,"[874972, 880427, 1058997, 910109, 6034577]"
528,"[874972, 1029743, 1082185, 1127831, 951590]"
529,"[874972, 1082185, 1106523, 1127831, 951590]"
530,"[874972, 1082185, 1106523, 1127831, 951590]"
531,"[874972, 819978, 976214, 1075368, 5569230]"
532,"[874972, 1029743, 1082185, 1127831, 951590]"
533,"[874972, 827683, 1043663, 9420312, 1133018]"
534,"[874972, 935968, 9245106, 993466, 933060]"
535,"[874972, 1127831, 995242, 1082185, 951590]"
536,"[874972, 1106523, 1127831, 1082185, 951590]"
537,"[874972, 1029743, 1082185, 1106523, 1127831]"
538,"[874972, 1092588, 885290, 1070820, 1048257]"
539,"[1108094, 1058997, 1101010, 1082185, 1023958]"
540,"[874972, 1138189, 1002850, 9526673, 1051516]"
541,"[874972, 1082185, 1127831, 1029743, 951590]"
542,"[874972, 1013597, 1068830, 1106523, 942525]"
543,"[879734, 1037751, 6979545, 886481, 8090537]"
544,"[874972, 7410290, 947201, 841228, 12518330]"
545,"[874972, 891516, 1070076, 873044, 879528]"
546,"[874972, 1029743, 1082185, 1127831, 951590]"
547,"[874972, 953180, 5570408, 8090536, 5585510]"
548,"[874972, 851865, 898349, 838637, 1001333]"
549,"[874972, 1029743, 1082185, 1127831, 951590]"
550,"[874972, 1101010, 9420312, 844165, 995242]"
551,"[874972, 1082185, 1106523, 1127831, 951590]"
552,"[874972, 5592931, 998536, 1069039, 931255]"
553,"[874972, 6533936, 1138189, 1037332, 910473]"
554,"[874972, 6979427, 1029743, 8090537, 1096317]"
555,"[874972, 1029743, 1082185, 1127831, 951590]"
556,"[874972, 1029743, 1082185, 1106523, 1127831]"
557,"[874972, 1029743, 1082185, 1106523, 1127831]"
558,"[874972, 888543, 1072693, 5592931, 890610]"
559,"[874972, 1029743, 1082185, 1127831, 951590]"
560,"[874972, 1046756, 1098910, 978343, 843464]"
561,"[874972, 1029743, 1082185, 1127831, 951590]"
562,"[874972, 967476, 8090560, 962229, 821083]"
563,"[874972, 1070820, 5566235, 1068957, 832678]"
564,"[874972, 1110572, 1029743, 1082185, 1106523]"
565,"[874972, 1029743, 1082185, 1127831, 951590]"
566,"[874972, 889649, 1087102, 1029743, 842140]"
567,"[874972, 819978, 1058930, 8090509, 986912]"
568,"[1013928, 883068, 1035207, 1083787, 999779]"
569,"[874972, 5569471, 848319, 12171656, 1028816]"
570,"[874972, 906262, 912137, 938596, 1007512]"
571,"[874972, 1029743, 1082185, 1127831, 951590]"
572,"[874972, 1029743, 1082185, 1127831, 951590]"
573,"[874972, 1082185, 951590, 1029743, 1127831]"
574,"[874972, 845975, 1101010, 8090521, 883912]"
575,"[874972, 9420312, 6464147, 855718, 862349]"
576,"[874972, 945244, 937276, 5580577, 1102949]"
577,"[874972, 8090440, 958700, 924427, 1056509]"
578,"[874972, 862349, 1007796, 12263788, 8090521]"
579,"[970747, 1011300, 879755, 934948, 868423]"
580,"[1118946, 5582712, 9571047, 1056509, 860975]"
581,"[874972, 1029743, 1082185, 1106523, 1127831]"
582,"[1021324, 1095751, 8090513, 1119051, 1044805]"
583,"[874972, 891505, 974766, 1108168, 1029743]"
584,"[874972, 1082185, 951590, 1029743, 1127831]"
585,"[874972, 1029743, 1082185, 1127831, 951590]"
586,"[874972, 880888, 12263788, 911311, 8090521]"
587,"[874972, 890695, 1029743, 1082185, 1106523]"
588,"[874972, 1085604, 1110572, 1082310, 934172]"
589,"[874972, 1029743, 1127831, 1082185, 951590]"
590,"[9835223, 962229, 8090537, 861445, 1037894]"
591,"[874972, 1007549, 1094955, 1029743, 1082185]"
592,"[874972, 1082185, 1106523, 1127831, 951590]"
593,"[874972, 1029743, 1082185, 1106523, 1127831]"
594,"[874972, 889649, 859237, 962229, 896085]"
595,"[874972, 977658, 1002558, 906763, 1029743]"
596,"[874972, 1052920, 12731544, 8090537, 1025581]"
597,"[874972, 1106523, 951590, 1082185, 1127831]"
598,"[874972, 960791, 1043787, 849697, 986187]"
599,"[874972, 1029743, 1082185, 1127831, 951590]"
600,"[1021324, 1135868, 952317, 856252, 5569230]"
601,"[874972, 1029743, 5569230, 1082185, 1127831]"
602,"[874972, 898601, 970619, 908283, 1029743]"
603,"[874972, 861445, 9926758, 945909, 1029743]"
604,"[874972, 1090676, 847344, 1082185, 862349]"
605,"[948670, 9803601, 862349, 5591154, 13133916]"
606,"[933354, 924427, 943169, 880427, 990688]"
607,"[874972, 1082185, 1106523, 1127831, 951590]"
608,"[1013928, 846830, 836445, 13115914, 941856]"
609,"[874972, 1029743, 1082185, 1106523, 1127831]"
610,"[874972, 909396, 1027068, 1081177, 1029743]"
611,"[956599, 6533362, 856252, 849578, 1053690]"
612,"[874972, 870428, 9935616, 1103476, 820895]"
613,"[874972, 1049735, 1011300, 986912, 835243]"
614,"[1000753, 1084968, 1039126, 889692, 986912]"
615,"[874972, 1125382, 995242, 856345, 9420140]"
616,"[874972, 1029743, 1082185, 1127831, 951590]"
617,"[874972, 10344585, 1068832, 1126899, 1006250]"
618,"[874972, 1029743, 1082185, 1106523, 1127831]"
619,"[874972, 1029743, 1082185, 1127831, 951590]"
620,"[874972, 1029743, 1082185, 1127831, 951590]"
621,"[874972, 862335, 9926758, 1112825, 1125943]"
622,"[1038663, 1013167, 13945244, 879755, 1011300]"
623,"[874972, 1043895, 1029743, 1082185, 1106523]"
624,"[874972, 952317, 910439, 849843, 5590613]"
625,"[874972, 1029743, 981760, 1082185, 1127831]"
626,"[874972, 1029743, 1127831, 1082185, 951590]"
627,"[874972, 1029743, 1082185, 1127831, 951590]"
628,"[874972, 1082185, 1127831, 1029743, 951590]"
629,"[874972, 1029743, 1082185, 1127831, 951590]"
630,"[874972, 858373, 13417590, 6464147, 905072]"
631,"[874972, 906883, 9487927, 899682, 6463520]"
632,"[938138, 969932, 961269, 1057260, 1122358]"
633,"[874972, 820895, 1132789, 1075368, 8090546]"
634,"[874972, 1082185, 1106523, 1127831, 951590]"
635,"[874972, 1029743, 1082185, 1127831, 951590]"
636,"[874972, 12524067, 1131602, 8358933, 5590613]"
637,"[1013928, 1133018, 987044, 926905, 981760]"
638,"[874972, 9884484, 1053690, 1059347, 1119051]"
639,"[874972, 1082185, 1106523, 1127831, 951590]"
640,"[874972, 1029743, 1082185, 1106523, 1127831]"
641,"[13213240, 819978, 6979089, 1104349, 862349]"
642,"[874972, 1029743, 1082185, 1127831, 951590]"
643,"[874972, 898601, 10150194, 1029743, 13417591]"
644,"[874972, 1136375, 976864, 821083, 995242]"
645,"[874972, 1106523, 1127831, 1082185, 951590]"
646,"[874972, 1106523, 951590, 1082185, 1127831]"
647,"[874972, 935393, 1043920, 8090536, 953180]"
648,"[874972, 1092303, 868764, 829645, 1026118]"
649,"[874972, 1106523, 951590, 1082185, 1127831]"
650,"[874972, 1029743, 1082185, 1106523, 1127831]"
651,"[874972, 1082185, 1106523, 1127831, 951590]"
652,"[874972, 1067695, 7409670, 1101932, 995242]"
653,"[874972, 1004555, 1035207, 1102959, 1029743]"
654,"[1034176, 1103752, 832678, 856252, 1065593]"
655,"[874972, 12946027, 951590, 1029743, 1082185]"
656,"[874972, 1029743, 981760, 1082185, 1127831]"
657,"[874972, 1029743, 1082185, 1127831, 951590]"
658,"[874972, 15926887, 941741, 995055, 1044078]"
659,"[874972, 1029743, 1082185, 1106523, 1127831]"
660,"[874972, 1028473, 1056509, 862010, 934369]"
661,"[12731432, 1040346, 15596515, 13158064, 1139471]"
662,"[874972, 871440, 965766, 1070272, 1115098]"
663,"[874972, 9881592, 833458, 10457128, 1085604]"
664,"[874972, 1029743, 1127831, 1082185, 951590]"
665,"[874972, 1071171, 1029743, 1082185, 1106523]"
666,"[874972, 1133018, 12302069, 844179, 1058930]"
667,"[874972, 1034955, 921836, 1016800, 860975]"
668,"[874972, 1042942, 873654, 1029743, 1082185]"
669,"[874972, 8090545, 1019643, 1126899, 971922]"
670,"[1065538, 8090536, 891505, 1057260, 868764]"
671,"[874972, 866211, 8293447, 1029743, 5569327]"
672,"[874972, 6533362, 1074333, 983584, 916993]"
673,"[874972, 935393, 1076875, 968936, 1106523]"
674,"[874972, 950206, 866043, 8273833, 6602697]"
675,"[874972, 9245108, 1101010, 1121384, 986912]"
676,"[1038663, 903609, 1051626, 1085604, 1069522]"
677,"[874972, 1029743, 1082185, 1127831, 951590]"
678,"[874972, 1029743, 1082185, 1127831, 951590]"
679,"[874972, 1029743, 1044078, 1082185, 1127831]"
680,"[874972, 900586, 873627, 995242, 1029743]"
681,"[874972, 9527350, 859075, 1126899, 850102]"
682,"[874972, 1082185, 1106523, 1127831, 951590]"
683,"[874972, 1029743, 1082185, 1127831, 951590]"
684,"[874972, 9835947, 849843, 1029743, 1082185]"
685,"[874972, 1084968, 1031087, 1097398, 5577022]"
686,"[874972, 1029743, 1127831, 1082185, 951590]"
687,"[874972, 1039781, 995242, 5569230, 13841744]"
688,"[874972, 1106523, 1044078, 1082185, 1127831]"
689,"[874972, 1029743, 1082185, 1127831, 951590]"
690,"[1108094, 969866, 1038745, 1037840, 922561]"
691,"[874972, 923670, 1037631, 13842090, 881047]"
692,"[12810464, 6034964, 1082185, 1019643, 1067443]"
693,"[948670, 832001, 9803810, 1011300, 1044188]"
694,"[874972, 993638, 1101010, 8090537, 819978]"
695,"[874972, 1136719, 880050, 1039156, 840386]"
696,"[970747, 880427, 940731, 1126899, 975633]"
697,"[874972, 1053016, 6463742, 1057260, 1110764]"
698,"[1054402, 1082990, 880427, 999104, 1053690]"
699,"[874972, 919596, 962229, 941883, 8020234]"
700,"[874972, 1038985, 899459, 1101010, 1056509]"
701,"[874972, 9858936, 1029743, 867469, 13506200]"
702,"[12731432, 1126899, 1084331, 962229, 8090521]"
703,"[12262830, 843111, 1126252, 9884484, 6602697]"
704,"[874972, 1082185, 1106523, 1127831, 951590]"
705,"[874972, 1070820, 860975, 912112, 1004945]"
706,"[874972, 983584, 904574, 1117219, 1012913]"
707,"[9521679, 858419, 871909, 5569471, 5591154]"
708,"[874972, 1003487, 1076587, 910439, 6979089]"
709,"[863762, 10344585, 827667, 1011300, 1138189]"
710,"[1118623, 9803601, 862010, 13841744, 9420312]"
711,"[874972, 866211, 1029743, 1082185, 1106523]"
712,"[12731685, 9677202, 14077333, 1070820, 823775]"
713,"[874972, 936508, 1082310, 962229, 5569230]"
714,"[874972, 8090521, 835243, 1058997, 944139]"
715,"[874972, 935968, 869047, 1127758, 977481]"
716,"[874972, 1051516, 937276, 1058997, 961554]"
717,"[874972, 1102949, 1029743, 1082185, 1106523]"
718,"[917384, 1062002, 1053690, 1037894, 1023958]"
719,"[874972, 978343, 847207, 1138292, 999639]"
720,"[874972, 819840, 948650, 1056212, 895268]"
721,"[874972, 1074754, 1029743, 1082185, 1106523]"
722,"[874972, 899682, 5570383, 920958, 10455984]"
723,"[825343, 982833, 9832156, 862349, 1082212]"
724,"[874972, 1029743, 1127831, 1082185, 951590]"
725,"[874972, 5564931, 819765, 879504, 893501]"
726,"[874972, 1139782, 852360, 5587938, 1067443]"
727,"[874972, 1029743, 1082185, 1106523, 1127831]"
728,"[904997, 844165, 992622, 1069039, 1122358]"
729,"[874972, 1029743, 1082185, 1106523, 1127831]"
730,"[874972, 969932, 862349, 1053690, 849843]"
731,"[849202, 834103, 839094, 1128016, 8019716]"
732,"[874972, 1029743, 951590, 1082185, 1127831]"
733,"[874972, 964521, 1123434, 5569471, 1063577]"
734,"[874972, 863699, 981760, 1068292, 1082185]"
735,"[874972, 883202, 1029743, 965766, 923746]"
736,"[904997, 5569230, 6602729, 982493, 1059902]"
737,"[874972, 1029743, 951590, 1082185, 1127831]"
738,"[874972, 1029743, 1082185, 1127831, 951590]"
739,"[874972, 1029743, 1082185, 1127831, 951590]"
740,"[874972, 8293439, 826816, 1044259, 905436]"
741,"[12810391, 9655528, 1056509, 903738, 945662]"
742,"[874972, 1029743, 1082185, 1106523, 1127831]"
743,"[874972, 1096343, 952593, 6979753, 946977]"
744,"[848029, 908181, 1001412, 862349, 999104]"
745,"[906335, 1028473, 996009, 8203451, 13842088]"
746,"[874972, 1029743, 1082185, 1127831, 951590]"
747,"[874972, 1019247, 1029743, 1082185, 1106523]"
748,"[874972, 5569230, 5585510, 1103476, 9420312]"
749,"[874972, 1029743, 1082185, 1106523, 1127831]"
750,"[874972, 8090521, 950206, 936508, 1133018]"
751,"[874972, 1029743, 1082185, 1127831, 951590]"
752,"[874972, 1002850, 824915, 986912, 847344]"
753,"[874972, 1028816, 1036501, 1039156, 1009187]"
754,"[874972, 1082185, 1036347, 1055504, 900842]"
755,"[874972, 845193, 5568320, 1029743, 1082185]"
756,"[874972, 1106523, 951590, 1082185, 1127831]"
757,"[933354, 1011300, 1040346, 962229, 884686]"
758,"[874972, 1029743, 1082185, 1127831, 951590]"
759,"[874972, 921406, 907099, 9677236, 1049906]"
760,"[874972, 1029743, 951590, 1082185, 1127831]"
761,"[874972, 1057260, 5569471, 1028473, 905072]"
762,"[874972, 8090536, 1058997, 1011300, 986912]"
763,"[874972, 1106523, 1127831, 1082185, 951590]"
764,"[848029, 1088147, 856252, 898847, 904574]"
765,"[874972, 1029743, 1082185, 1127831, 951590]"
766,"[874972, 1107553, 972191, 916990, 868764]"
767,"[970747, 862349, 849003, 8293385, 912137]"
768,"[874972, 1118012, 1004555, 962229, 1023958]"
769,"[874972, 1139782, 968936, 9835509, 929341]"
770,"[874972, 1003188, 925178, 5569230, 1092937]"
771,"[874972, 1070845, 930283, 983795, 868423]"
772,"[874972, 1029743, 1082185, 1127831, 951590]"
773,"[874972, 6533362, 8293439, 1060673, 909714]"
774,"[874972, 1082185, 1106523, 1127831, 951590]"
775,"[874972, 1029743, 1082185, 1127831, 951590]"
776,"[874972, 916381, 883404, 1029743, 1029743]"
777,"[874972, 1098435, 1003188, 862725, 6533608]"
778,"[874972, 1029743, 951590, 1082185, 1127831]"
779,"[874972, 1092937, 1018740, 1057260, 6533362]"
780,"[874972, 1029743, 1082185, 1127831, 951590]"
781,"[836445, 925862, 1077490, 12946027, 914190]"
782,"[874972, 1127831, 951590, 1029743, 1082185]"
783,"[874972, 1029743, 1082185, 1127831, 951590]"
784,"[860248, 965530, 990256, 5569230, 1102959]"
785,"[874972, 1029743, 1127831, 1082185, 951590]"
786,"[878715, 835243, 1106301, 907647, 8090521]"
787,"[874972, 862349, 909714, 999104, 1082185]"
788,"[874972, 8090532, 936508, 996425, 1037894]"
789,"[874972, 983584, 983078, 922561, 1026118]"
790,"[874972, 6704207, 1029743, 1082185, 1106523]"
791,"[874972, 1029743, 1082185, 1127831, 951590]"
792,"[874972, 1029743, 1082185, 1127831, 951590]"
793,"[874972, 1029743, 1082185, 1106523, 1127831]"
794,"[874972, 1037631, 1051516, 1101010, 865026]"
795,"[874972, 5590613, 1138292, 878290, 1029743]"
796,"[874972, 993638, 1029743, 1082185, 1106523]"
797,"[874972, 1106523, 5569230, 1082185, 1127831]"
798,"[874972, 1122358, 1016276, 856060, 13841744]"
799,"[874972, 1048068, 884945, 1058997, 1003188]"
800,"[874972, 9859182, 919948, 13007284, 10285006]"
801,"[906335, 1070820, 856252, 1094924, 849003]"
802,"[874972, 1048462, 1016276, 870933, 1029743]"
803,"[825343, 1132789, 1123146, 1053690, 1082185]"
804,"[874972, 871680, 13213203, 879755, 1101010]"
805,"[1038663, 916381, 841365, 9245108, 827683]"
806,"[826666, 7433888, 1002771, 8090536, 835243]"
807,"[874972, 1003487, 928049, 1132911, 1138772]"
808,"[874972, 1136719, 1065593, 1016800, 9677202]"
809,"[874972, 1082185, 1106523, 1127831, 951590]"
810,"[874972, 1107839, 1028816, 906017, 1125278]"
811,"[874972, 1029743, 1082185, 1106523, 1127831]"
812,"[874972, 1082185, 1106523, 1127831, 951590]"
813,"[874972, 911470, 6424472, 990256, 13417591]"
814,"[1000753, 882496, 1044068, 1016276, 938319]"
815,"[874972, 1029743, 1082185, 1127831, 951590]"
816,"[874972, 1037751, 960791, 879504, 862349]"
817,"[874972, 934172, 1003188, 1070820, 1094924]"
818,"[874972, 1135476, 1029743, 1082185, 1106523]"
819,"[874972, 1106523, 1127831, 1082185, 951590]"
820,"[874972, 1038462, 1128240, 8090509, 5591154]"
821,"[874972, 1029743, 1082185, 1127831, 951590]"
822,"[874972, 12349795, 887618, 995242, 981760]"
823,"[874972, 13115579, 1031833, 8090521, 1106523]"
824,"[874972, 1048462, 1133018, 1016800, 13115579]"
825,"[825343, 1121384, 948086, 1058997, 13071902]"
826,"[874972, 1035842, 1043971, 1037840, 5566809]"
827,"[874972, 1029743, 1082185, 1127831, 951590]"
828,"[874972, 1029743, 1082185, 1127831, 951590]"
829,"[874972, 10344585, 1112825, 1101010, 882604]"
830,"[874972, 1039156, 1026118, 845265, 869577]"
831,"[1002787, 880888, 866043, 937626, 1046584]"
832,"[874972, 1082185, 1127831, 1029743, 951590]"
833,"[874972, 1029743, 1082185, 1127831, 951590]"
834,"[874972, 1029743, 1082185, 1127831, 951590]"
835,"[874972, 1029743, 951590, 1082185, 1127831]"
836,"[874972, 988116, 912817, 851287, 929472]"
837,"[874972, 843756, 901062, 1029743, 1082185]"
838,"[874972, 1029743, 1082185, 1127831, 951590]"
839,"[874972, 1029743, 1082185, 1127831, 951590]"
840,"[874972, 1007796, 6514160, 1122358, 944836]"
841,"[852015, 976199, 958067, 922561, 1133018]"
842,"[874972, 923746, 9245108, 1004596, 1029624]"
843,"[874972, 1127831, 951590, 1029743, 1082185]"
844,"[874972, 868423, 895268, 862349, 967476]"
845,"[874972, 1125943, 1081189, 999639, 8090537]"
846,"[879734, 1112766, 8090537, 1075368, 1136719]"
847,"[874972, 1058997, 1050534, 1005274, 1082185]"
848,"[826666, 880888, 849697, 1038985, 1070820]"
849,"[874972, 1029743, 951590, 1082185, 1127831]"
850,"[12731432, 1038985, 856252, 1136375, 1133018]"
851,"[874972, 1029743, 1082185, 1127831, 951590]"
852,"[874972, 847207, 8203451, 1058997, 848319]"
853,"[874972, 874149, 12781829, 6602729, 871722]"
854,"[874972, 878290, 1029743, 1082185, 1106523]"
855,"[874972, 12524067, 9655528, 1029743, 916993]"
856,"[874972, 999971, 995242, 1022254, 1029743]"
857,"[874972, 842707, 1132911, 8090537, 919596]"
858,"[849202, 1029743, 1082185, 1106523, 1127831]"
859,"[1134678, 13115914, 819330, 1075368, 13842214]"
860,"[874972, 1029743, 1082185, 1127831, 951590]"
861,"[874972, 1086740, 833724, 5585510, 963835]"
862,"[1038663, 1134522, 871636, 1053282, 9487603]"
863,"[874972, 10344718, 837865, 5585510, 966005]"
864,"[874972, 969932, 989069, 1101010, 8090521]"
865,"[947858, 12648296, 1095068, 899624, 962229]"
866,"[825343, 9420312, 860975, 5585510, 8090537]"
867,"[874972, 914697, 1103752, 983584, 1110409]"
868,"[874972, 8090560, 997907, 9884484, 1018740]"
869,"[874972, 1110572, 827683, 949023, 1029743]"
870,"[874972, 1029743, 1082185, 1127831, 951590]"
871,"[9677366, 1053690, 1034955, 983584, 897083]"
872,"[874972, 1082185, 1106523, 1127831, 951590]"
873,"[874972, 1106523, 951590, 1082185, 1127831]"
874,"[874972, 1029743, 1082185, 1127831, 951590]"
875,"[874972, 1133018, 908531, 8181477, 986912]"
876,"[874972, 5592261, 999198, 1058997, 12782182]"
877,"[874972, 885290, 999639, 8090509, 1058997]"
878,"[874972, 912112, 829291, 947798, 986912]"
879,"[874972, 8090513, 900418, 1130777, 832678]"
880,"[874972, 1065593, 890695, 965766, 951590]"
881,"[874972, 847049, 1088414, 1108168, 890695]"
882,"[874972, 8090521, 1118033, 1110572, 5591103]"
883,"[825343, 5569471, 999104, 874149, 845715]"
884,"[874972, 1119399, 980433, 1044655, 1101725]"
885,"[10198378, 13842090, 1093413, 1006483, 947798]"
886,"[874972, 917033, 977508, 868764, 1070820]"
887,"[874972, 978077, 13416351, 1071939, 987562]"
888,"[1079913, 6602697, 1110142, 6533362, 856252]"
889,"[874972, 1055737, 943169, 1126899, 1011300]"
890,"[874972, 1029743, 1082185, 1127831, 951590]"
891,"[899019, 960791, 868539, 13842214, 861445]"
892,"[874972, 1029743, 1082185, 1127831, 951590]"
893,"[874972, 6602590, 1093113, 981760, 1029743]"
894,"[874972, 825541, 911614, 867138, 820291]"
895,"[849202, 1022097, 1082185, 866211, 1081189]"
896,"[874972, 1029743, 951590, 1082185, 1127831]"
897,"[874972, 8090536, 861445, 986912, 6979005]"
898,"[874972, 1097001, 9884698, 1085604, 1057260]"
899,"[874972, 1029743, 1082185, 1127831, 951590]"
900,"[1075007, 1110572, 978077, 879504, 986912]"
901,"[874972, 1127831, 981760, 1029743, 1082185]"
902,"[874972, 1029743, 1082185, 1127831, 951590]"
903,"[874972, 819765, 9835509, 1126899, 983584]"
904,"[874972, 845193, 1062002, 1106523, 1013641]"
905,"[874972, 1029743, 1082185, 1127831, 951590]"
906,"[874972, 8090532, 858743, 5587938, 1113141]"
907,"[874972, 978077, 996028, 1057260, 986912]"
908,"[1110111, 1126899, 1021519, 1057260, 5569230]"
909,"[933354, 955075, 1037751, 6533936, 1056509]"
910,"[874972, 1029743, 1127831, 1082185, 951590]"
911,"[874972, 820291, 947326, 10344585, 944836]"
912,"[874972, 1127831, 951590, 1029743, 1082185]"
913,"[874972, 913210, 1070820, 981760, 841220]"
914,"[874972, 1107553, 1029743, 1082185, 1106523]"
915,"[874972, 871754, 1057260, 961554, 1036753]"
916,"[874972, 948086, 925112, 913210, 824193]"
917,"[874972, 1029743, 1127831, 1082185, 951590]"
918,"[874972, 1029743, 1127831, 1082185, 951590]"
919,"[874972, 902856, 1039627, 937626, 6391532]"
920,"[982469, 934399, 952317, 1097001, 835243]"
921,"[874972, 1082185, 1106523, 1127831, 951590]"
922,"[874972, 880427, 863632, 874149, 1028816]"
923,"[874972, 1127831, 981760, 1029743, 1082185]"
924,"[874972, 12172240, 906838, 8090537, 910473]"
925,"[874972, 1029743, 1082185, 1127831, 951590]"
926,"[874972, 935993, 1098435, 936914, 1134633]"
927,"[874972, 1026118, 1099905, 986912, 1058997]"
928,"[874972, 1119051, 1118033, 840361, 995876]"
929,"[825343, 9677202, 8090521, 1070820, 13842088]"
930,"[874972, 917033, 1029743, 1082185, 1106523]"
931,"[1079913, 1101010, 951176, 1126899, 1040807]"
932,"[874972, 995242, 981760, 1082185, 1127831]"
933,"[874972, 1082185, 1127831, 1029743, 951590]"
934,"[825343, 8090509, 971922, 1088147, 1040346]"
935,"[874972, 1029743, 1082185, 1106523, 1127831]"
936,"[874972, 1133254, 865456, 962229, 1070820]"
937,"[874972, 906883, 1098844, 1126899, 878290]"
938,"[874972, 1029743, 1082185, 1127831, 951590]"
939,"[874972, 885290, 890695, 1102416, 1049735]"
940,"[874972, 860975, 1076608, 1074040, 975649]"
941,"[874972, 12171656, 9677202, 1092588, 1094924]"
942,"[874972, 1029743, 1082185, 1106523, 1127831]"
943,"[874972, 999779, 1016276, 13381584, 1110244]"
944,"[874972, 1016800, 901776, 1101010, 903609]"
945,"[874972, 1106523, 1127831, 1082185, 951590]"
946,"[874972, 1127758, 5995177, 885290, 1093413]"
947,"[874972, 949965, 1120213, 1101010, 1039156]"
948,"[874972, 1029743, 1082185, 1127831, 951590]"
949,"[833940, 1134633, 1096099, 1018050, 950206]"
950,"[874972, 1029743, 5569230, 1082185, 1127831]"
951,"[874972, 940947, 995965, 977481, 824005]"
952,"[874972, 930283, 995242, 1048727, 909894]"
953,"[874972, 1038462, 1003188, 1007414, 5569135]"
954,"[874972, 1029743, 1082185, 1106523, 1127831]"
955,"[874972, 1127232, 991268, 860703, 15926887]"
956,"[1057749, 9677236, 924352, 1070820, 986912]"
957,"[874972, 988697, 900842, 871440, 1018740]"
958,"[874972, 1029743, 1082185, 1127831, 951590]"
959,"[874972, 12812474, 1029743, 1082185, 1106523]"
960,"[874972, 1058997, 886395, 856166, 1036347]"
961,"[1071302, 926905, 920002, 860975, 880050]"
962,"[874972, 1029743, 1082185, 1127831, 951590]"
963,"[874972, 1082185, 1106523, 1127831, 951590]"
964,"[917384, 9677202, 831063, 962229, 936508]"
965,"[874972, 1056509, 1040346, 1132911, 952317]"
966,"[874972, 1082185, 1106523, 1127831, 951590]"
967,"[874972, 820291, 1029743, 1082185, 1106523]"
968,"[874972, 6534035, 1020962, 861445, 1107553]"
969,"[874972, 981760, 1029743, 1029743, 1082185]"
970,"[874972, 1029743, 1082185, 1127831, 951590]"
971,"[906844, 12263788, 6979579, 1075368, 819978]"
972,"[874972, 1131382, 868319, 6632283, 13008334]"
973,"[12262830, 1028891, 7167687, 1085435, 944836]"
974,"[874972, 1029743, 1082185, 1106523, 1127831]"
975,"[959737, 942525, 5569471, 13381584, 995965]"
976,"[826666, 10344585, 847241, 13007284, 13842214]"
977,"[874972, 1082185, 1106523, 1127831, 951590]"
978,"[874972, 13115579, 6464166, 1096317, 1109370]"
979,"[1000753, 1026209, 869047, 1042702, 898847]"
980,"[874972, 1029743, 1082185, 1127831, 951590]"
981,"[948670, 5569845, 954651, 901460, 995242]"
982,"[956599, 960075, 5568197, 1075368, 969932]"
983,"[874972, 1038985, 858999, 1075368, 947798]"
984,"[874972, 1025641, 8119297, 997907, 989830]"
985,"[874972, 922561, 819978, 909894, 1003188]"
986,"[874972, 12810422, 820291, 873964, 995242]"
987,"[12810464, 7155863, 1029743, 1082185, 1106523]"
988,"[874972, 1096036, 1029743, 1082185, 1106523]"
989,"[874972, 12171656, 8090532, 858999, 1106301]"
990,"[874972, 1029743, 1082185, 1127831, 951590]"
991,"[874972, 1029743, 1082185, 1106523, 1127831]"
992,"[874972, 1028816, 909714, 1029743, 1082185]"
993,"[874972, 1083043, 949965, 8293439, 8090539]"
994,"[874972, 1127831, 951590, 1029743, 1082185]"
995,"[874972, 1082185, 1106523, 1127831, 951590]"
996,"[874972, 5570408, 908531, 1009187, 1133018]"
997,"[874972, 916122, 1029743, 1082185, 1106523]"
998,"[874972, 8090536, 13007435, 947797, 940731]"
999,"[874972, 950206, 882604, 8090532, 6704207]"
1000,"[874972, 932242, 12427353, 986912, 1003188]"
1001,"[874972, 986912, 841266, 6533936, 5995445]"
1002,"[874972, 1029743, 1082185, 1127831, 951590]"
1003,"[874972, 950030, 1029743, 1082185, 1106523]"
1004,"[849202, 866211, 9859133, 956672, 1054262]"
1005,"[874972, 5570408, 1033046, 8090537, 995242]"
1006,"[874972, 1029743, 1082185, 1127831, 951590]"
1007,"[874972, 888054, 12324841, 1115098, 1082185]"
1008,"[874972, 1029743, 1082185, 1106523, 1127831]"
1009,"[874972, 1029743, 1082185, 1127831, 951590]"
